"Date","Price","Open","High","Low","Vol.","Change %"
"11/02/2020","2,672.24","2,718.56","2,738.03","2,672.23","405.72M","-1.70%"
"11/01/2020","2,718.56","2,743.47","2,746.06","2,718.56","281.66M","-0.91%"
"10/28/2020","2,743.47","2,742.45","2,769.03","2,737.89","363.23M","0.04%"
"10/27/2020","2,742.45","2,679.70","2,742.45","2,679.70","335.07M","2.34%"
"10/26/2020","2,679.70","2,645.00","2,689.15","2,645.00","227.67M","1.31%"
"10/25/2020","2,645.00","2,692.53","2,692.53","2,615.32","221.77M","-1.77%"
"10/22/2020","2,692.53","2,818.07","2,818.07","2,692.53","367.91M","-4.45%"
"10/21/2020","2,818.07","2,854.18","2,875.71","2,818.07","307.42M","-1.27%"
"10/20/2020","2,854.18","2,871.56","2,871.56","2,832.32","226.80M","-0.61%"
"10/19/2020","2,871.56","2,869.45","2,894.59","2,869.45","247.04M","0.07%"
"10/18/2020","2,869.45","2,916.58","2,919.21","2,869.39","226.42M","-1.62%"
"10/15/2020","2,916.58","2,931.25","2,950.11","2,916.58","290.39M","-0.50%"
"10/14/2020","2,931.25","2,899.69","2,932.05","2,898.37","316.55M","1.09%"
"10/13/2020","2,899.69","2,947.60","2,947.60","2,899.38","287.73M","-1.63%"
"10/12/2020","2,947.60","2,961.01","2,980.73","2,947.60","393.54M","-0.45%"
"10/11/2020","2,961.01","2,932.55","2,963.32","2,932.55","424.50M","0.97%"
"10/07/2020","2,932.55","2,902.76","2,944.79","2,902.76","403.37M","1.03%"
"10/06/2020","2,902.76","2,855.68","2,908.02","2,855.68","331.79M","1.65%"
"10/05/2020","2,855.68","2,921.76","2,921.76","2,850.69","338.20M","-2.26%"
"10/04/2020","2,921.76","2,928.05","2,950.48","2,921.76","295.42M","-0.21%"
"10/01/2020","2,928.05","2,896.15","2,931.79","2,894.82","284.50M","1.10%"
"09/30/2020","2,896.15","2,917.35","2,919.91","2,892.02","285.96M","-0.73%"
"09/29/2020","2,917.35","2,918.19","2,935.90","2,917.35","382.33M","-0.03%"
"09/28/2020","2,918.19","2,914.81","2,941.46","2,914.81","403.04M","0.12%"
"09/27/2020","2,914.81","2,885.25","2,931.80","2,885.25","308.24M","1.02%"
"09/24/2020","2,885.25","2,903.74","2,913.11","2,879.35","366.89M","-0.64%"
"09/23/2020","2,903.74","2,857.95","2,922.94","2,857.95","379.63M","1.60%"
"09/22/2020","2,857.95","2,841.19","2,857.95","2,797.20","386.46M","0.59%"
"09/21/2020","2,841.19","2,864.62","2,902.71","2,841.19","539.53M","-0.82%"
"09/20/2020","2,864.62","2,824.66","2,865.80","2,824.66","368.50M","1.41%"
"09/17/2020","2,824.66","2,794.45","2,829.72","2,794.45","505.89B","1.08%"
"09/16/2020","2,794.45","2,747.84","2,796.60","2,747.84","436.63M","1.70%"
"09/15/2020","2,747.84","2,749.40","2,754.52","2,739.50","300.20M","-0.06%"
"09/14/2020","2,749.40","2,763.07","2,777.60","2,749.40","339.60M","-0.49%"
"09/13/2020","2,763.07","2,736.44","2,773.06","2,736.44","345.26M","0.97%"
"09/10/2020","2,736.44","2,661.00","2,737.84","2,661.00","344.20M","2.84%"
"09/09/2020","2,661.00","2,653.97","2,661.00","2,618.74","321.24M","0.26%"
"09/08/2020","2,653.97","2,742.83","2,744.67","2,653.97","389.85M","-3.24%"
"09/07/2020","2,742.83","2,728.85","2,771.92","2,728.85","321.10M","0.51%"
"09/06/2020","2,728.85","2,748.22","2,749.15","2,708.86","304.22M","-0.70%"
"09/03/2020","2,748.22","2,736.29","2,765.04","2,736.29","320.58M","0.44%"
"09/02/2020","2,736.29","2,732.03","2,756.21","2,731.59","391.13M","0.16%"
"09/01/2020","2,732.03","2,763.15","2,763.15","2,732.03","414.60M","-1.13%"
"08/31/2020","2,763.15","2,779.86","2,806.79","2,763.15","487.10M","-0.60%"
"08/30/2020","2,779.86","2,731.76","2,782.44","2,731.76","437.92M","1.76%"
"08/27/2020","2,731.76","2,691.29","2,732.66","2,691.29","554.48M","1.50%"
"08/26/2020","2,691.29","2,656.11","2,698.62","2,656.11","515.52M","1.32%"
"08/25/2020","2,656.11","2,657.21","2,670.35","2,655.49","495.97M","-0.04%"
"08/24/2020","2,657.21","2,638.69","2,673.04","2,638.69","647.34M","0.70%"
"08/23/2020","2,638.69","2,571.86","2,638.73","2,571.86","491.66M","2.60%"
"08/19/2020","2,571.86","2,529.98","2,572.77","2,529.98","489.24M","1.66%"
"08/18/2020","2,529.98","2,544.03","2,544.03","2,513.50","492.54M","-0.55%"
"08/17/2020","2,544.03","2,563.93","2,574.33","2,544.03","619.20M","-0.78%"
"08/16/2020","2,563.93","2,519.09","2,569.17","2,519.09","555.42M","1.78%"
"08/13/2020","2,519.09","2,519.58","2,525.08","2,515.77","388.95M","-0.02%"
"08/12/2020","2,519.58","2,507.99","2,540.17","2,507.99","475.44M","0.46%"
"08/11/2020","2,507.99","2,475.26","2,508.30","2,475.26","665.60M","1.32%"
"08/10/2020","2,475.26","2,464.75","2,481.19","2,458.96","338.76M","0.43%"
"08/09/2020","2,464.75","2,436.78","2,466.11","2,436.78","398.80M","1.15%"
"08/06/2020","2,436.78","2,421.56","2,448.69","2,421.56","438.34M","0.63%"
"08/05/2020","2,421.56","2,398.54","2,421.62","2,398.54","455.58M","0.96%"
"08/04/2020","2,398.54","2,352.47","2,399.55","2,352.47","475.63M","1.96%"
"07/29/2020","2,352.47","2,320.94","2,352.47","2,320.94","420.32M","1.36%"
"07/28/2020","2,320.94","2,325.36","2,331.63","2,320.94","277.59M","-0.19%"
"07/27/2020","2,325.36","2,319.13","2,332.34","2,319.13","251.12M","0.27%"
"07/26/2020","2,319.13","2,287.58","2,320.32","2,287.58","283.33M","1.38%"
"07/22/2020","2,287.58","2,266.81","2,289.50","2,266.81","251.12M","0.92%"
"07/21/2020","2,266.81","2,223.74","2,277.24","2,223.74","362.76M","1.94%"
"07/20/2020","2,223.74","2,177.44","2,223.74","2,177.44","1.01B","2.13%"
"07/19/2020","2,177.44","2,202.82","2,231.00","2,177.40","302.22M","-1.15%"
"07/16/2020","2,202.82","2,254.08","2,254.08","2,174.15","280.68M","-2.27%"
"07/15/2020","2,254.08","2,341.31","2,360.21","2,254.08","560.19M","-3.73%"
"07/14/2020","2,341.31","2,385.13","2,385.13","2,341.01","836.52M","-1.84%"
"07/13/2020","2,385.13","2,369.01","2,423.95","2,369.01","836.52M","0.68%"
"07/12/2020","2,369.01","2,289.80","2,369.01","2,289.80","328.66M","3.46%"
"07/09/2020","2,289.80","2,378.54","2,378.54","2,284.99","446.25M","-3.73%"
"07/08/2020","2,378.54","2,375.79","2,399.01","2,375.79","563.83M","0.12%"
"07/07/2020","2,375.79","2,369.26","2,388.25","2,369.26","381.86M","0.28%"
"07/06/2020","2,369.26","2,323.19","2,371.82","2,323.19","364.48M","1.98%"
"07/05/2020","2,323.19","2,245.56","2,323.19","2,245.56","423.51M","3.46%"
"06/30/2020","2,245.56","2,204.70","2,247.47","2,204.70","364.48M","1.85%"
"06/29/2020","2,204.70","2,184.25","2,208.54","2,184.25","447.12M","0.94%"
"06/28/2020","2,184.25","2,165.73","2,188.63","2,165.73","263.13M","0.86%"
"06/25/2020","2,165.73","2,188.42","2,191.06","2,165.62","447.12M","-1.04%"
"06/24/2020","2,188.42","2,146.56","2,191.80","2,146.56","447.12M","1.95%"
"06/23/2020","2,146.56","2,125.16","2,146.87","2,123.93","326.98M","1.01%"
"06/22/2020","2,125.16","2,104.14","2,140.81","2,104.14","358.15M","1.00%"
"06/21/2020","2,104.14","2,089.24","2,104.14","2,069.19","282.75M","0.71%"
"06/18/2020","2,089.24","2,082.62","2,090.63","2,082.62","292.31M","0.32%"
"06/17/2020","2,082.62","2,080.23","2,091.96","2,080.23","301.27M","0.11%"
"06/16/2020","2,080.23","2,039.15","2,084.32","2,039.15","310.62M","2.01%"
"06/15/2020","2,039.15","2,034.69","2,039.15","2,005.87","262.21M","0.22%"
"06/14/2020","2,034.69","2,040.67","2,045.68","2,032.45","265.12M","-0.29%"
"06/11/2020","2,040.67","2,047.77","2,051.78","2,036.54","288.56M","-0.35%"
"06/10/2020","2,047.77","2,044.76","2,053.07","2,043.82","269.75M","0.15%"
"06/09/2020","2,044.76","2,041.01","2,061.76","2,041.01","470.13M","0.18%"
"06/08/2020","2,041.01","2,028.96","2,055.78","2,028.96","437.98M","0.59%"
"06/07/2020","2,028.96","1,963.98","2,029.04","1,963.98","471.34M","3.31%"
"06/04/2020","1,963.98","1,930.31","1,964.25","1,930.31","346.22M","1.74%"
"06/03/2020","1,930.31","1,918.43","1,934.62","1,918.43","365.67M","0.62%"
"06/02/2020","1,918.43","1,885.22","1,921.56","1,884.83","258.80M","1.76%"
"06/01/2020","1,885.22","1,872.00","1,886.73","1,872.00","","0.71%"
"05/31/2020","1,872.00","1,829.51","1,872.00","1,829.51","160.82M","2.32%"
"05/21/2020","1,829.51","1,827.06","1,830.14","1,823.03","123.96M","0.13%"
"05/20/2020","1,827.06","1,851.78","1,853.52","1,827.02","183.65M","-1.33%"
"05/19/2020","1,851.78","1,826.59","1,854.35","1,826.59","163.31M","1.38%"
"05/18/2020","1,826.59","1,836.45","1,839.70","1,826.59","163.31M","-0.54%"
"05/17/2020","1,836.45","1,819.16","1,840.71","1,819.16","131.73M","0.95%"
"05/14/2020","1,819.16","1,829.84","1,829.84","1,817.60","208.37M","-0.58%"
"05/13/2020","1,829.84","1,869.26","1,872.30","1,828.73","256.35M","-2.11%"
"05/12/2020","1,869.26","1,808.88","1,874.01","1,808.88","237.88M","3.34%"
"05/11/2020","1,808.88","1,836.54","1,836.54","1,792.87","236.81M","-1.51%"
"05/10/2020","1,836.54","1,870.73","1,873.00","1,836.49","216.93M","-1.83%"
"05/07/2020","1,870.73","1,118.31","1,119.61","1,084.95","320.26M","-3.37%"
"05/06/2020","1,936.05","1,936.05","1,936.05","1,936.05","","1.76%"
"05/05/2020","1,902.63","1,902.63","1,902.63","1,902.63","","1.84%"
"05/04/2020","1,868.20","1,868.20","1,868.20","1,868.20","","-2.42%"
"05/03/2020","1,914.46","1,914.46","1,914.46","1,914.46","","-4.01%"
"04/30/2020","1,994.50","1,994.50","1,994.50","1,994.50","","0.87%"
"04/29/2020","1,977.25","1,977.25","1,977.25","1,977.25","","0.45%"
"04/28/2020","1,968.31","1,968.31","1,968.31","1,968.31","","1.41%"
"04/27/2020","1,940.96","1,940.96","1,940.96","1,940.96","","-0.01%"
"04/26/2020","1,941.19","1,941.19","1,941.19","1,941.19","","3.50%"
"04/23/2020","1,875.59","1,875.59","1,875.59","1,875.59","","3.63%"
"04/22/2020","1,809.96","1,809.96","1,809.96","1,809.96","","1.03%"
"04/21/2020","1,791.57","1,791.57","1,791.57","1,791.57","","-0.43%"
"04/16/2020","1,799.31","1,799.31","1,799.31","1,799.31","","0.40%"
"04/15/2020","1,792.23","1,792.23","1,792.23","1,792.23","","0.30%"
"04/14/2020","1,786.88","1,786.88","1,786.88","1,786.88","","2.04%"
"04/13/2020","1,751.24","1,751.24","1,751.24","1,751.24","","1.97%"
"04/12/2020","1,717.33","1,717.33","1,717.33","1,717.33","","0.38%"
"04/09/2020","1,710.85","1,710.85","1,710.85","1,710.85","","-0.43%"
"04/08/2020","1,718.31","1,718.31","1,718.31","1,718.31","","1.44%"
"04/07/2020","1,693.90","1,693.90","1,693.90","1,693.90","","3.42%"
"04/06/2020","1,637.81","1,637.81","1,637.81","1,637.81","","1.79%"
"04/05/2020","1,609.07","1,609.07","1,609.07","1,609.07","","-1.28%"
"04/02/2020","1,630.00","1,630.00","1,630.00","1,630.00","","0.96%"
"04/01/2020","1,614.55","1,614.55","1,614.55","1,614.55","","-1.14%"
"03/31/2020","1,633.19","1,633.19","1,633.19","1,633.19","","1.61%"
"03/30/2020","1,607.36","1,607.36","1,607.36","1,607.36","","-0.30%"
"03/29/2020","1,612.18","1,612.18","1,612.18","1,612.18","","1.20%"
"03/26/2020","1,593.05","1,593.05","1,593.05","1,593.05","","2.73%"
"03/25/2020","1,550.77","1,550.77","1,550.77","1,550.77","","2.58%"
"03/24/2020","1,511.81","1,511.81","1,511.81","1,511.81","","-0.43%"
"03/23/2020","1,518.28","1,518.28","1,518.28","1,518.28","","4.39%"
"03/22/2020","1,454.42","1,454.42","1,454.42","1,454.42","","3.99%"
"03/19/2020","1,398.59","1,398.59","1,398.59","1,398.59","","0.40%"
"03/18/2020","1,393.06","1,393.06","1,393.06","1,393.06","","-5.82%"
"03/17/2020","1,479.19","1,479.19","1,479.19","1,479.19","","-5.87%"
"03/16/2020","1,571.44","1,571.44","1,571.44","1,571.44","","-6.86%"
"03/15/2020","1,687.25","1,687.25","1,687.25","1,687.25","","-7.89%"
"03/11/2020","1,831.80","1,831.80","1,831.80","1,831.80","","1.15%"
"03/10/2020","1,810.96","1,810.96","1,810.96","1,810.96","","-0.02%"
"03/09/2020","1,811.39","1,811.39","1,811.39","1,811.39","","-5.53%"
"03/08/2020","1,917.47","1,917.47","1,917.47","1,917.47","","-3.10%"
"03/05/2020","1,978.73","1,978.73","1,978.73","1,978.73","","2.38%"
"03/04/2020","1,932.65","1,932.65","1,932.65","1,932.65","","-0.07%"
"03/03/2020","1,934.04","1,934.04","1,934.04","1,934.04","","1.21%"
"03/02/2020","1,911.00","1,911.00","1,911.00","1,911.00","","-0.28%"
"03/01/2020","1,916.35","1,916.35","1,916.35","1,916.35","","-6.57%"
"02/27/2020","2,051.03","2,051.03","2,051.03","2,051.03","","-1.35%"
"02/26/2020","2,079.06","2,079.06","2,079.06","2,079.06","","0.32%"
"02/25/2020","2,072.47","2,072.47","2,072.47","2,072.47","","-0.06%"
"02/24/2020","2,073.63","2,073.63","2,073.63","2,073.63","","-3.09%"
"02/23/2020","2,139.77","2,139.77","2,139.77","2,139.77","","-0.08%"
"02/20/2020","2,141.58","2,141.58","2,141.58","2,141.58","","1.06%"
"02/19/2020","2,119.04","2,119.04","2,119.04","2,119.04","","0.36%"
"02/18/2020","2,111.39","2,111.39","2,111.39","2,111.39","","-1.61%"
"02/17/2020","2,145.85","2,145.85","2,145.85","2,145.85","","0.32%"
"02/16/2020","2,138.99","2,138.99","2,138.99","2,138.99","","-1.26%"
"02/13/2020","2,166.34","2,166.34","2,166.34","2,166.34","","0.56%"
"02/12/2020","2,154.36","2,154.36","2,154.36","2,154.36","","-1.07%"
"02/11/2020","2,177.59","2,177.59","2,177.59","2,177.59","","0.16%"
"02/10/2020","2,174.01","2,174.01","2,174.01","2,174.01","","-0.82%"
"02/09/2020","2,192.01","2,192.01","2,192.01","2,192.01","","0.31%"
"02/06/2020","2,185.28","2,185.28","2,185.28","2,185.28","","0.64%"
"02/05/2020","2,171.33","2,171.33","2,171.33","2,171.33","","0.39%"
"02/04/2020","2,162.90","2,162.90","2,162.90","2,162.90","","-0.04%"
"02/03/2020","2,163.68","2,163.68","2,163.68","2,163.68","","-0.42%"
"02/02/2020","2,172.87","2,172.87","2,172.87","2,172.87","","-0.64%"
"01/30/2020","2,186.76","2,186.76","2,186.76","2,186.76","","1.06%"
"01/29/2020","2,163.91","2,163.91","2,163.91","2,163.91","","1.75%"
"01/28/2020","2,126.76","2,126.76","2,126.76","2,126.76","","-0.51%"
"01/27/2020","2,137.56","2,137.56","2,137.56","2,137.56","","-0.71%"
"01/26/2020","2,152.81","2,152.81","2,152.81","2,152.81","","-0.04%"
"01/23/2020","2,153.69","2,153.69","2,153.69","2,153.69","","0.53%"
"01/22/2020","2,142.23","2,142.23","2,142.23","2,142.23","","0.78%"
"01/21/2020","2,125.74","2,125.74","2,125.74","2,125.74","","-0.87%"
"01/20/2020","2,144.45","2,144.45","2,144.45","2,144.45","","-1.00%"
"01/19/2020","2,166.01","2,166.01","2,166.01","2,166.01","","-0.59%"
"01/16/2020","2,178.88","2,178.88","2,178.88","2,178.88","","0.54%"
"01/15/2020","2,167.27","2,167.27","2,167.27","2,167.27","","0.28%"
"01/14/2020","2,161.18","2,161.18","2,161.18","2,161.18","","0.75%"
"01/13/2020","2,145.13","2,145.13","2,145.13","2,145.13","","0.23%"
"01/12/2020","2,140.23","2,140.23","2,140.23","2,140.23","","0.88%"
"01/09/2020","2,121.59","2,121.59","2,121.59","2,121.59","","2.35%"
"01/08/2020","2,072.82","2,072.82","2,072.82","2,072.82","","2.49%"
"01/06/2020","2,022.51","2,022.51","2,022.51","2,022.51","","-2.03%"
"01/05/2020","2,064.37","2,064.37","2,064.37","2,064.37","","-5.81%"
"01/02/2020","2,191.70","2,191.70","2,191.70","2,191.70","","0.33%"
"12/31/2019","2,184.56","2,184.56","2,184.56","2,184.56","","-0.01%"
"12/30/2019","2,184.88","2,184.88","2,184.88","2,184.88","","0.08%"
"12/29/2019","2,183.08","2,183.08","2,183.08","2,183.08","","0.03%"
"12/26/2019","2,182.44","2,182.44","2,182.44","2,182.44","","0.40%"
"12/25/2019","2,173.73","2,173.73","2,173.73","2,173.73","","0.43%"
"12/24/2019","2,164.45","2,164.45","2,164.45","2,164.45","","-0.63%"
"12/23/2019","2,178.12","2,178.12","2,178.12","2,178.12","","-0.69%"
"12/22/2019","2,193.18","2,193.18","2,193.18","2,193.18","","0.24%"
"12/19/2019","2,187.97","2,187.97","2,187.97","2,187.97","","-0.26%"
"12/18/2019","2,193.59","2,193.59","2,193.59","2,193.59","","0.78%"
"12/17/2019","2,176.62","2,176.62","2,176.62","2,176.62","","1.42%"
"12/16/2019","2,146.09","2,146.09","2,146.09","2,146.09","","0.16%"
"12/15/2019","2,142.61","2,142.61","2,142.61","2,142.61","","0.44%"
"12/12/2019","2,133.29","2,133.29","2,133.29","2,133.29","","-0.58%"
"12/11/2019","2,145.66","2,145.66","2,145.66","2,145.66","","-0.76%"
"12/10/2019","2,162.11","2,162.11","2,162.11","2,162.11","","0.91%"
"12/09/2019","2,142.54","2,142.54","2,142.54","2,142.54","","-0.43%"
"12/08/2019","2,151.85","2,151.85","2,151.85","2,151.85","","-0.61%"
"12/05/2019","2,164.98","2,164.98","2,164.98","2,164.98","","-0.67%"
"12/04/2019","2,179.51","2,179.51","2,179.51","2,179.51","","2.01%"
"12/03/2019","2,136.62","2,136.62","2,136.62","2,136.62","","-0.87%"
"12/02/2019","2,155.33","2,155.33","2,155.33","2,155.33","","-2.20%"
"12/01/2019","2,203.78","2,203.78","2,203.78","2,203.78","","-0.04%"
"11/28/2019","2,204.70","2,204.70","2,204.70","2,204.70","","0.78%"
"11/27/2019","2,187.66","2,187.66","2,187.66","2,187.66","","-0.38%"
"11/26/2019","2,196.07","2,196.07","2,196.07","2,196.07","","-1.44%"
"11/25/2019","2,228.24","2,228.24","2,228.24","2,228.24","","-0.61%"
"11/24/2019","2,241.82","2,241.82","2,241.82","2,241.82","","-0.60%"
"11/21/2019","2,255.38","2,255.38","2,255.38","2,255.38","","-0.13%"
"11/20/2019","2,258.37","2,258.37","2,258.37","2,258.37","","0.18%"
"11/19/2019","2,254.42","2,254.42","2,254.42","2,254.42","","-0.20%"
"11/18/2019","2,258.86","2,258.86","2,258.86","2,258.86","","-1.26%"
"11/17/2019","2,287.61","2,287.61","2,287.61","2,287.61","","-0.71%"
"11/14/2019","2,304.05","2,304.05","2,304.05","2,304.05","","-0.43%"
"11/13/2019","2,314.09","2,314.09","2,314.09","2,314.09","","-0.06%"
"11/12/2019","2,315.52","2,315.52","2,315.52","2,315.52","","-0.58%"
"11/11/2019","2,329.02","2,329.02","2,329.02","2,329.02","","0.47%"
"11/07/2019","2,318.07","2,318.07","2,318.07","2,318.07","","0.68%"
"11/06/2019","2,302.32","2,302.32","2,302.32","2,302.32","","-0.36%"
"11/05/2019","2,310.58","2,310.58","2,310.58","2,310.58","","0.30%"
"11/04/2019","2,303.63","2,303.63","2,303.63","2,303.63","","-0.29%"
"11/03/2019","2,310.34","2,310.34","2,310.34","2,310.34","","0.75%"
"10/31/2019","2,293.04","2,293.04","2,293.04","2,293.04","","0.53%"
"10/30/2019","2,280.84","2,280.84","2,280.84","2,280.84","","0.20%"
"10/29/2019","2,276.27","2,276.27","2,276.27","2,276.27","","0.76%"
"10/28/2019","2,259.13","2,259.13","2,259.13","2,259.13","","0.35%"
"10/27/2019","2,251.32","2,251.32","2,251.32","2,251.32","","0.40%"
"10/24/2019","2,242.40","2,242.40","2,242.40","2,242.40","","0.75%"
"10/23/2019","2,225.68","2,225.68","2,225.68","2,225.68","","-1.06%"
"10/22/2019","2,249.55","2,249.55","2,249.55","2,249.55","","-0.03%"
"10/21/2019","2,250.17","2,250.17","2,250.17","2,250.17","","-0.33%"
"10/20/2019","2,257.54","2,257.54","2,257.54","2,257.54","","0.23%"
"10/17/2019","2,252.35","2,252.35","2,252.35","2,252.35","","0.61%"
"10/16/2019","2,238.66","2,238.66","2,238.66","2,238.66","","1.26%"
"10/15/2019","2,210.84","2,210.84","2,210.84","2,210.84","","-0.82%"
"10/14/2019","2,229.07","2,229.07","2,229.07","2,229.07","","-0.38%"
"10/13/2019","2,237.53","2,237.53","2,237.53","2,237.53","","0.12%"
"10/10/2019","2,234.95","2,234.95","2,234.95","2,234.95","","0.81%"
"10/09/2019","2,217.04","2,217.04","2,217.04","2,217.04","","-0.79%"
"10/08/2019","2,234.78","2,234.78","2,234.78","2,234.78","","-0.45%"
"10/07/2019","2,244.77","2,244.77","2,244.77","2,244.77","","1.91%"
"10/03/2019","2,202.60","2,202.60","2,202.60","2,202.60","","0.51%"
"10/02/2019","2,191.49","2,191.49","2,191.49","2,191.49","","-1.40%"
"10/01/2019","2,222.68","2,222.68","2,222.68","2,222.68","","1.49%"
"09/30/2019","2,190.08","2,190.08","2,190.08","2,190.08","","0.57%"
"09/29/2019","2,177.72","2,177.72","2,177.72","2,177.72","","4.69%"
"09/26/2019","2,080.24","2,080.24","2,080.24","2,080.24","","1.36%"
